name	split
spec_005605	train
spec_000074	train
spec_003491	train
spec_001515	train
spec_003301	train
spec_005394	train
spec_004009	train
spec_001398	train
spec_002772	train
spec_005094	train
spec_003750	train
spec_003915	train
spec_003303	train
spec_001465	train
spec_003928	train
spec_002975	train
spec_000157	train
spec_002164	train
spec_005485	train
spec_001447	train
spec_000477	train
spec_002463	train
spec_001254	train
spec_002860	train
spec_000866	train
spec_000598	train
spec_003708	train
spec_001339	train
spec_003240	train
spec_004286	train
spec_000285	train
spec_002209	train
spec_001531	train
spec_000386	train
spec_000122	train
spec_005258	train
spec_000752	train
spec_000177	train
spec_000191	train
spec_003738	train
spec_005633	train
spec_003930	train
spec_001320	train
spec_004907	train
spec_001748	train
spec_000742	train
spec_002766	train
spec_001618	train
spec_002703	train
spec_004382	train
spec_004651	train
spec_005013	train
spec_000773	train
spec_002670	train
spec_003911	train
spec_000726	train
spec_004295	train
spec_000648	train
spec_002637	train
spec_002857	train
spec_004096	train
spec_003428	train
spec_001699	train
spec_003771	train
spec_002578	train
spec_004017	train
spec_005161	train
spec_003460	train
spec_005654	train
spec_004374	train
spec_005381	train
spec_000055	train
spec_005231	train
spec_004593	train
spec_004328	train
spec_004835	train
spec_004825	train
spec_002885	train
spec_005193	train
spec_003722	train
spec_003374	train
spec_002196	train
spec_002195	train
spec_000680	train
spec_002593	train
spec_003917	train
spec_002138	train
spec_000817	train
spec_003713	train
spec_004430	train
spec_001921	train
spec_005582	train
spec_004437	train
spec_001622	train
spec_001994	train
spec_004833	train
spec_005869	train
spec_005167	train
spec_003420	train
spec_000757	train
spec_003605	train
spec_001330	train
spec_000630	train
spec_000104	train
spec_003454	train
spec_002702	train
spec_001976	train
spec_003338	train
spec_003099	train
spec_002137	train
spec_003315	train
spec_003941	train
spec_003201	train
spec_002899	train
spec_005332	train
spec_002322	train
spec_004381	train
spec_000108	train
spec_000297	train
spec_004851	train
spec_003643	train
spec_004225	train
spec_005135	train
spec_003048	train
spec_001657	train
spec_000854	train
spec_002312	train
spec_003709	train
spec_002825	train
spec_001969	train
spec_004611	train
spec_000364	train
spec_002060	train
spec_003498	train
spec_003759	train
spec_001895	train
spec_001581	train
spec_000445	train
spec_000642	train
spec_005488	train
spec_001049	train
spec_000845	train
spec_002236	train
spec_004706	train
spec_000927	train
spec_002213	train
spec_005539	train
spec_003821	train
spec_001378	train
spec_005166	train
spec_001793	train
spec_003582	train
spec_001619	train
spec_004557	train
spec_003486	train
spec_001202	train
spec_004927	train
spec_001583	train
spec_001384	train
spec_001128	train
spec_004766	train
spec_003004	train
spec_005198	train
spec_005046	train
spec_004238	train
spec_005764	train
spec_001032	train
spec_005175	train
spec_000922	train
spec_002794	train
spec_000095	train
spec_001670	train
spec_005532	train
spec_003547	train
spec_003450	train
spec_000936	train
spec_000441	train
spec_003230	train
spec_005585	train
spec_004949	train
spec_004719	train
spec_004580	train
spec_003357	train
spec_001404	train
spec_000287	train
spec_002022	train
spec_003111	train
spec_002822	train
spec_004248	train
spec_003663	train
spec_003384	train
spec_001784	train
spec_005341	train
spec_005835	train
spec_005049	train
spec_000454	train
spec_004379	train
spec_004556	train
spec_004103	train
spec_001132	train
spec_005031	train
spec_002007	train
spec_000930	train
spec_001661	train
spec_003076	train
spec_005757	train
spec_003645	train
spec_001212	train
spec_004067	train
spec_001041	train
spec_000623	train
spec_003922	train
spec_000000	train
spec_003894	train
spec_000073	train
spec_003236	train
spec_005469	train
spec_001345	train
spec_002106	train
spec_005724	train
spec_004956	train
spec_005338	train
spec_000915	train
spec_002079	train
spec_001903	train
spec_000917	train
spec_005126	train
spec_002089	train
spec_002917	train
spec_000481	train
spec_005118	train
spec_003927	train
spec_003929	train
spec_000456	train
spec_004091	train
spec_001576	train
spec_005827	train
spec_005020	train
spec_005092	train
spec_005562	train
spec_005746	train
spec_001520	train
spec_002567	train
spec_004981	train
spec_000961	train
spec_001035	train
spec_004448	train
spec_002990	train
spec_001801	train
spec_003778	train
spec_004502	train
spec_000788	train
spec_000708	train
spec_004077	train
spec_005321	train
spec_004500	train
spec_000195	train
spec_005689	train
spec_001063	train
spec_002165	train
spec_005561	train
spec_001157	train
spec_001446	train
spec_004339	train
spec_003299	train
spec_000643	train
spec_003903	train
spec_002972	train
spec_004752	train
spec_000902	train
spec_005785	train
spec_002947	train
spec_005725	train
spec_000989	train
spec_003331	train
spec_004041	train
spec_005520	train
spec_003787	train
spec_004654	train
spec_001883	train
spec_003996	train
spec_001835	train
spec_000852	train
spec_002433	train
spec_004940	train
spec_004804	train
spec_000271	train
spec_003216	train
spec_000341	train
spec_003859	train
spec_005062	train
spec_005199	train
spec_005558	train
spec_002847	train
spec_004010	train
spec_000820	train
spec_004465	train
spec_001432	train
spec_002848	train
spec_002658	train
spec_004867	train
spec_005387	train
spec_000896	train
spec_000732	train
spec_005678	train
spec_001786	train
spec_005202	train
spec_005864	train
spec_001831	train
spec_000194	train
spec_005686	train
spec_002391	train
spec_000640	train
spec_003292	train
spec_002177	train
spec_004863	train
spec_005421	train
spec_005888	train
spec_000102	train
spec_001570	train
spec_003159	train
spec_005290	train
spec_002373	train
spec_000473	train
spec_005668	train
spec_003328	train
spec_003937	train
spec_001278	train
spec_005552	train
spec_002397	train
spec_001011	train
spec_003294	train
spec_003918	train
spec_003781	train
spec_002217	train
spec_003220	train
spec_003022	train
spec_002797	train
spec_003546	train
spec_004930	train
spec_003455	train
spec_004800	train
spec_000080	train
spec_003279	train
spec_000604	train
spec_005883	train
spec_003064	train
spec_001698	train
spec_003098	train
spec_004555	train
spec_000409	train
spec_001901	train
spec_000406	train
spec_004125	train
spec_005870	train
spec_000233	train
spec_001658	train
spec_002914	train
spec_004640	train
spec_003732	train
spec_002158	train
spec_001460	train
spec_002398	train
spec_003259	train
spec_001275	train
spec_005655	train
spec_001817	train
spec_005187	train
spec_003993	train
spec_002218	train
spec_000019	train
spec_003613	train
spec_003231	train
spec_004208	train
spec_004262	train
spec_004062	train
spec_004257	train
spec_003682	train
spec_003362	train
spec_002716	train
spec_002494	train
spec_003349	train
spec_003691	train
spec_002891	train
spec_003005	train
spec_005775	train
spec_002115	train
spec_000099	train
spec_002330	train
spec_002507	train
spec_000523	train
spec_001846	train
spec_001646	train
spec_004617	train
spec_002420	train
spec_004013	train
spec_002989	train
spec_001740	train
spec_001992	train
spec_002707	train
spec_004634	train
spec_004317	train
spec_002549	train
spec_005131	train
spec_003187	train
spec_001830	train
spec_002438	train
spec_000735	train
spec_003844	train
spec_004131	train
spec_000274	train
spec_001369	train
spec_002986	train
spec_001586	train
spec_005461	train
spec_005401	train
spec_000933	train
spec_000595	train
spec_005672	train
spec_005289	train
spec_002562	train
spec_001708	train
spec_003914	train
spec_001205	train
spec_003661	train
spec_003502	train
spec_003648	train
spec_002117	train
spec_000639	train
spec_001664	train
spec_001757	train
spec_000509	train
spec_002405	train
spec_000008	train
spec_000036	train
spec_002505	train
spec_003656	train
spec_000659	train
spec_000028	train
spec_005600	train
spec_002911	train
spec_003410	train
spec_002017	train
spec_003440	train
spec_000785	train
spec_002311	train
spec_004561	train
spec_002843	train
spec_004518	train
spec_003370	train
spec_003127	train
spec_001258	train
spec_003991	train
spec_003143	train
spec_003226	train
spec_000324	train
spec_004801	train
spec_002375	train
spec_002699	train
spec_005569	train
spec_002978	train
spec_004895	train
spec_004194	train
spec_003591	train
spec_000641	train
spec_000362	train
spec_005510	train
spec_004306	train
spec_004191	train
spec_002150	train
spec_000369	train
spec_003181	train
spec_000293	train
spec_002705	train
spec_001166	train
spec_003481	train
spec_005074	train
spec_002072	train
spec_000281	train
spec_005080	train
spec_005667	train
spec_003824	train
spec_002874	train
spec_002155	train
spec_004198	train
spec_002160	train
spec_003138	train
spec_001024	train
spec_000398	train
spec_004845	train
spec_000145	train
spec_001271	train
spec_003801	train
spec_002845	train
spec_001299	train
spec_005333	train
spec_000963	train
spec_000241	train
spec_005110	train
spec_004559	train
spec_004377	train
spec_000533	train
spec_000761	train
spec_005872	train
spec_000861	train
spec_003657	train
spec_003731	train
spec_002789	train
spec_001904	train
spec_001605	train
spec_004692	train
spec_001899	train
spec_004760	train
spec_002872	train
spec_001144	train
spec_001551	train
spec_005787	train
spec_001776	train
spec_004739	train
spec_000601	train
spec_003948	train
spec_005828	train
spec_001346	train
spec_004682	train
spec_003895	train
spec_004584	train
spec_005300	train
spec_001375	train
spec_000974	train
spec_005177	train
spec_003287	train
spec_002675	train
spec_000455	train
spec_000702	train
spec_000388	train
spec_004340	train
spec_005437	train
spec_002181	train
spec_000072	train
spec_004710	train
spec_003982	train
spec_003676	train
spec_004733	train
spec_003637	train
spec_004951	train
spec_003653	train
spec_001788	train
spec_000286	train
spec_002081	train
spec_004494	train
spec_005821	train
spec_004520	train
spec_004184	train
spec_003867	train
spec_000492	train
spec_002717	train
spec_004032	train
spec_002554	train
spec_001491	train
spec_005759	train
spec_001456	train
spec_005256	train
spec_003199	train
spec_000567	train
spec_002927	train
spec_003170	train
spec_005695	train
spec_003957	train
spec_000130	train
spec_003772	train
spec_003814	train
spec_005802	train
spec_005551	train
spec_000578	train
spec_001648	train
spec_001560	train
spec_003961	train
spec_001149	train
spec_002097	train
spec_004157	train
spec_001047	train
spec_000015	train
spec_004737	train
spec_001197	train
spec_003461	train
spec_002692	train
spec_004019	train
spec_001386	train
spec_004176	train
spec_004656	train
spec_005772	train
spec_001521	train
spec_003253	train
spec_002669	train
spec_000771	train
spec_005372	train
spec_004693	train
spec_001316	train
spec_001452	train
spec_001459	train
spec_003437	train
spec_005023	train
spec_004145	train
spec_005789	train
spec_005589	train
spec_003165	train
spec_001709	train
spec_001539	train
spec_005077	train
spec_002529	train
spec_004367	train
spec_001397	train
spec_004068	train
spec_005692	train
spec_001820	train
spec_005111	train
spec_001678	train
spec_001787	train
spec_005291	train
spec_004360	train
spec_005119	train
spec_000453	train
spec_003536	train
spec_001649	train
spec_005855	train
spec_001808	train
spec_005546	train
spec_005271	train
spec_003270	train
spec_003304	train
spec_001941	train
spec_005843	train
spec_000529	train
spec_000334	train
spec_000705	train
spec_000716	train
spec_003248	train
spec_005640	train
spec_000971	train
spec_001938	train
spec_005732	train
spec_002861	train
spec_001775	train
spec_001627	train
spec_000495	train
spec_003122	train
spec_002908	train
spec_000253	train
spec_001301	train
spec_004544	train
spec_005863	train
spec_005812	train
spec_000754	train
spec_002402	train
spec_004775	train
spec_005156	train
spec_003833	train
spec_005142	train
spec_005444	train
spec_000067	train
spec_005251	train
spec_000118	train
spec_005038	train
spec_003176	train
spec_004180	train
spec_000059	train
spec_001164	train
spec_002339	train
spec_000277	train
spec_000826	train
spec_001037	train
spec_002050	train
spec_005768	train
spec_003513	train
spec_005549	train
spec_001055	train
spec_004196	train
spec_004433	train
spec_001057	train
spec_003068	train
spec_004073	train
spec_003815	train
spec_000833	train
spec_005346	train
spec_003728	train
spec_000384	train
spec_000182	train
spec_002464	train
spec_001238	train
spec_000853	train
spec_001937	train
spec_000551	train
spec_004793	train
spec_001986	train
spec_000907	train
spec_005103	train
spec_000615	train
spec_002680	train
spec_005674	train
spec_000201	train
spec_003931	train
spec_002622	train
spec_002715	train
spec_002588	train
spec_003008	train
spec_003647	train
spec_000691	train
spec_005508	train
spec_003443	train
spec_005646	train
spec_000973	train
spec_002245	train
spec_004910	train
spec_001810	train
spec_003819	train
spec_004001	train
spec_001974	train
spec_002078	train
spec_004472	train
spec_003419	train
spec_001394	train
spec_002151	train
spec_003160	train
spec_004786	train
spec_000825	train
spec_002600	train
spec_000352	train
spec_004748	train
spec_004535	train
spec_005487	train
spec_001171	train
spec_002840	train
spec_003791	train
spec_000784	train
spec_003489	train
spec_004101	train
spec_001745	train
spec_001731	train
spec_003610	train
spec_004972	train
spec_005399	train
spec_001596	train
spec_004416	train
spec_000216	train
spec_004664	train
spec_003246	train
spec_002765	train
spec_001204	train
spec_001160	train
spec_003938	train
spec_002186	train
spec_004591	train
spec_004214	train
spec_003016	train
spec_002566	train
spec_002580	train
spec_001203	train
spec_001276	train
spec_003095	train
spec_003775	train
spec_000025	train
spec_005170	train
spec_004663	train
spec_004253	train
spec_004305	train
spec_004169	train
spec_004627	train
spec_002482	train
spec_005635	train
spec_000178	train
spec_005643	train
spec_001653	train
spec_005109	train
spec_005176	train
spec_004680	train
spec_004913	train
spec_001991	train
spec_005000	train
spec_003191	train
spec_003234	train
spec_000891	train
spec_001399	train
spec_005246	train
spec_003712	train
spec_000087	train
spec_000258	train
spec_003211	train
spec_001744	train
spec_003364	train
spec_004053	train
spec_000354	train
spec_004148	train
spec_001550	train
spec_005622	train
spec_004018	train
spec_002313	train
spec_001387	train
spec_003627	train
spec_001639	train
spec_004427	train
spec_005288	train
spec_001028	train
spec_000071	train
spec_005400	train
spec_004589	train
spec_003245	train
spec_004798	train
spec_002204	train
spec_004079	train
spec_004754	train
spec_000972	train
spec_004763	train
spec_001096	train
spec_000857	train
spec_001070	train
spec_001676	train
spec_005846	train
spec_005593	train
spec_003904	train
spec_004245	train
spec_005564	train
spec_004231	train
spec_001549	train
spec_001988	train
spec_001108	train
spec_001655	train
spec_000704	train
spec_001368	train
spec_000175	train
spec_001789	train
